c Rsat version 3.01
c Random seed = 91648253
c +----+-----------------+------------------+----------------------------------+---------------------------+---------+---------------------+
c | Re | Conflicts       | Original         | Learned                          | Decisions                 |  Time   | KB                  |
c | 3407 | 9033628 9033629 |   33221    69612 | 3232532 2897802 116502611    40.2 |     707     497.89  0.726 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 3408 | 9034653 9034653 |   33221    69612 | 3232532 2898826 116538676    40.2 |    1494     393.16  0.685 |   3.800 |    0    0    0    0 |(+ 0,- 0)
c | 3409 | 9036701 9036702 |   33221    69612 | 3232532 2900875 116608775    40.2 |    2566     469.96  0.799 |   5.460 |    0    0    0    0 |(+ 0,- 0)
c | 3410 | 9037214 9037215 |   33221    69612 | 3232532 2901388 116629223    40.2 |     792     535.14  0.648 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 3411 | 9037727 9037728 |   33221    69612 | 3232532 2901901 116645767    40.2 |     626     381.71  0.819 |   1.640 |    0    0    0    0 |(+ 0,- 0)
c | 3412 | 9038752 9038753 |   33221    69612 | 3232532 2902926 116681950    40.2 |    1379     274.70  0.743 |   5.020 |    0    0    0    0 |(+ 0,- 0)
c | 3413 | 9039265 9039265 |   33221    69612 | 3232532 2903438 116701648    40.2 |     821     570.14  0.624 |   1.440 |    0    0    0    0 |(+ 0,- 0)
c | 3414 | 9039777 9039777 |   33221    69612 | 3232532 2903950 116719052    40.2 |     651     485.82  0.786 |   1.340 |    0    0    0    0 |(+ 0,- 0)
c | 3415 | 9040801 9040805 |   33221    69612 | 3232532 2904978 116754844    40.2 |    1274     376.92  0.807 |   3.380 |    0    0    0    0 |(+ 0,- 0)
c | 3416 | 9042853 9042853 |   33221    69612 | 3232532 2907026 116827746    40.2 |    2654     451.36  0.772 |   5.880 |    0    0    0    0 |(+ 0,- 0)
c | 3417 | 9046949 9046950 |   33221    69612 | 3232532 2911123 116976536    40.2 |    5173     357.75  0.792 |  14.460 |    0    0    0    0 |(+ 0,- 0)
c | 3418 | 9055142 9055142 |   33221    69612 | 3232532 2919315 117329559    40.2 |   10881     366.12  0.753 |  29.720 |    0    0    0    0 |(+ 0,- 0)
c | 3419 | 9055654 9055655 |   33221    69612 | 3232532 2919828 117350193    40.2 |     718     359.00  0.714 |   2.000 |    0    0    0    0 |(+ 0,- 0)
c | 3420 | 9056167 9056168 |   33221    69612 | 3232532 2920341 117369148    40.2 |     785     327.08  0.654 |   2.400 |    0    0    0    0 |(+ 0,- 0)
c | 3421 | 9057192 9057193 |   33221    69612 | 3232532 2921366 117402782    40.2 |    1303     316.26  0.787 |   4.120 |    0    0    0    0 |(+ 0,- 0)
c | 3422 | 9057705 9057707 |   33221    69612 | 3232532 2921880 117421230    40.2 |     623     257.44  0.825 |   2.420 |    0    0    0    0 |(+ 0,- 0)
c | 3423 | 9058219 9058220 |   33221    69612 | 3232532 2922393 117440492    40.2 |     638     265.83  0.804 |   2.400 |    0    0    0    0 |(+ 0,- 0)
c | 3424 | 9059244 9059244 |   33221    69612 | 3232532 2923417 117477254    40.2 |    1286     269.04  0.796 |   4.780 |    0    0    0    0 |(+ 0,- 0)
c | 3425 | 9061292 9061292 |   33221    69612 | 3232532 2925465 117563873    40.2 |    2614     381.05  0.783 |   6.860 |    0    0    0    0 |(+ 0,- 0)
c | 3426 | 9061804 9061805 |   33221    69612 | 3232532 2925978 117585564    40.2 |     712     462.34  0.721 |   1.540 |    0    0    0    0 |(+ 0,- 0)
c | 3427 | 9062317 9062317 |   33221    69612 | 3232532 2926490 117606949    40.2 |     737     558.33  0.695 |   1.320 |    0    0    0    0 |(+ 0,- 0)
c | 3428 | 9063341 9063342 |   33221    69612 | 3232532 2927515 117656401    40.2 |    1452     405.59  0.706 |   3.580 |    0    0    0    0 |(+ 0,- 0)
c | 3429 | 9063854 9063854 |   33221    69612 | 3232532 2928027 117676120    40.2 |     721     246.92  0.710 |   2.920 |    0    0    0    0 |(+ 0,- 0)
c | 3430 | 9064366 9064369 |   33221    69612 | 3232532 2928542 117696855    40.2 |     682     344.44  0.755 |   1.980 |    0    0    0    0 |(+ 0,- 0)
c | 3431 | 9065393 9065394 |   33221    69612 | 3232532 2929567 117736894    40.2 |    1349     294.54  0.760 |   4.580 |    0    0    0    0 |(+ 0,- 0)
c | 3432 | 9067442 9067442 |   33221    69612 | 3232532 2931615 117827129    40.2 |    2589     462.32  0.791 |   5.600 |    0    0    0    0 |(+ 0,- 0)
c | 3433 | 9071538 9071538 |   33221    69612 | 3232532 2935711 118008582    40.2 |    5066     301.91  0.809 |  16.780 |    0    0    0    0 |(+ 0,- 0)
c | 3434 | 9072050 9072052 |   33221    69612 | 3232532 2936225 118022934    40.2 |     595     166.20  0.864 |   3.580 |    0    0    0    0 |(+ 0,- 0)
c | 3435 | 9072564 9072566 |   33221    69612 | 3232532 2936739 118035817    40.2 |     643     272.46  0.799 |   2.360 |    0    0    0    0 |(+ 0,- 0)
c | 3436 | 9073590 9073592 |   33221    69612 | 3232532 2937765 118062731    40.2 |    1212     165.57  0.847 |   7.320 |    0    0    0    0 |(+ 0,- 0)
c | 3437 | 9074104 9074104 |   33221    69612 | 3232532 2938277 118081350    40.2 |     952     342.45  0.538 |   2.780 |    0    0    0    0 |(+ 0,- 0)
c | 3438 | 9074616 9074618 |   33221    69612 | 3232532 2938791 118099532    40.2 |     761     309.35  0.675 |   2.460 |    0    0    0    0 |(+ 0,- 0)
c | 3439 | 9075642 9075643 |   33221    69612 | 3232532 2939816 118130919    40.2 |    1261     227.62  0.813 |   5.540 |    0    0    0    0 |(+ 0,- 0)
c | 3440 | 9077691 9077691 |   33221    69612 | 3232532 2941864 118201546    40.2 |    2644     302.52  0.775 |   8.740 |    0    0    0    0 |(+ 0,- 0)
c | 3441 | 9078203 9078204 |   33221    69612 | 3232532 2942377 118219190    40.2 |     736     413.48  0.697 |   1.780 |    0    0    0    0 |(+ 0,- 0)
c | 3442 | 9078716 9078717 |   33221    69612 | 3232532 2942890 118237522    40.2 |     768     336.84  0.668 |   2.280 |    0    0    0    0 |(+ 0,- 0)
c | 3443 | 9079741 9079742 |   33221    69612 | 3232532 2943915 118274998    40.2 |    1305     310.71  0.785 |   4.200 |    0    0    0    0 |(+ 0,- 0)
c | 3444 | 9080254 9080254 |   33221    69612 | 3232532 2944427 118293508    40.2 |     659     354.30  0.777 |   1.860 |    0    0    0    0 |(+ 0,- 0)
c | 3445 | 9080766 9080766 |   33221    69612 | 3232532 2944939 118314385    40.2 |     766     478.75  0.668 |   1.600 |    0    0    0    0 |(+ 0,- 0)
c | 3446 | 9081790 9081791 |   33221    69612 | 3232532 2945964 118358291    40.2 |    1338     220.07  0.766 |   6.080 |    0    0    0    0 |(+ 0,- 0)
c | 3447 | 9083839 9083840 |   33221    69612 | 3232532 2948013 118439386    40.2 |    2609     270.08  0.785 |   9.660 |    0    0    0    0 |(+ 0,- 0)
c | 3448 | 9087936 9087937 |   33221    69612 | 3232532 2952110 118601103    40.2 |    5302     292.60  0.773 |  18.120 |    0    0    0    0 |(+ 0,- 0)
c | 3449 | 9096129 9096129 |   33221    69612 | 3232532 2960302 118891305    40.2 |    9961     336.07  0.822 |  29.640 |    0    0    0    0 |(+ 0,- 0)
c | 3450 | 9112513 9112513 |   33221    69612 | 3232532 2976686 119494256    40.1 |   20398     369.13  0.803 |  55.260 |    0    0    0    0 |(+ 0,- 0)
c | 3451 | 9145281 9145282 |   33221    69612 | 3232532 3009455 120850815    40.2 |   40409     295.34  0.811 | 136.820 |    0    0    0    0 |(+ 0,- 0)
c | 3452 | 9145794 9145794 |   33221    69612 | 3232532 3009967 120873363    40.2 |     829     609.56  0.618 |   1.360 |    0    0    0    0 |(+ 0,- 0)
c | 3453 | 9146306 9146308 |   33221    69612 | 3232532 3010481 120888582    40.2 |     774     263.27  0.664 |   2.940 |    0    0    0    0 |(+ 0,- 0)
c | 3454 | 9147332 9147332 |   33221    69612 | 3232532 3011505 120925546    40.2 |    1448     499.31  0.707 |   2.900 |    0    0    0    0 |(+ 0,- 0)
c | 3455 | 9147844 9147845 |   33221    69612 | 3232532 3012018 120944090    40.2 |     777     761.76  0.660 |   1.020 |    0    0    0    0 |(+ 0,- 0)
c | 3456 | 9148357 9148357 |   33221    69612 | 3232532 3012530 120961565    40.2 |     691     335.44  0.741 |   2.060 |    0    0    0    0 |(+ 0,- 0)
c | 3457 | 9149381 9149382 |   33221    69612 | 3232532 3013555 121006098    40.2 |    1456     488.59  0.704 |   2.980 |    0    0    0    0 |(+ 0,- 0)
c | 3458 | 9151430 9151431 |   33221    69612 | 3232532 3015604 121075678    40.1 |    2571     551.72  0.797 |   4.660 |    0    0    0    0 |(+ 0,- 0)
c | 3459 | 9151943 9151944 |   33221    69612 | 3232532 3016117 121103477    40.2 |     809    1123.61  0.634 |   0.720 |    0    0    0    0 |(+ 0,- 0)
c | 3460 | 9152456 9152456 |   33221    69612 | 3232532 3016629 121120180    40.2 |     631     553.51  0.811 |   1.140 |    0    0    0    0 |(+ 0,- 0)
c | 3461 | 9153480 9153482 |   33221    69612 | 3232532 3017655 121153294    40.1 |    1280     460.43  0.802 |   2.780 |    0    0    0    0 |(+ 0,- 0)
c | 3462 | 9153994 9153997 |   33221    69612 | 3232532 3018170 121175723    40.1 |     734     539.71  0.702 |   1.360 |    0    0    0    0 |(+ 0,- 0)
c | 3463 | 9154509 9154511 |   33221    69612 | 3232532 3018684 121189996    40.1 |     601     429.29  0.855 |   1.400 |    0    0    0    0 |(+ 0,- 0)
c | 3464 | 9155535 9155537 |   33221    69612 | 3232532 3019710 121230811    40.1 |    1203     318.25  0.853 |   3.780 |    0    0    0    0 |(+ 0,- 0)
c | 3465 | 9157585 9157586 |   33221    69612 | 3232532 3021759 121300928    40.1 |    2531     406.91  0.810 |   6.220 |    0    0    0    0 |(+ 0,- 0)
c | 3466 | 9161682 9161683 |   33221    69612 | 3232532 3025856 121437869    40.1 |    4986     394.46  0.822 |  12.640 |    0    0    0    0 |(+ 0,- 0)
c | 3467 | 9162195 9162196 |   33221    69612 | 3232532 3026369 121457114    40.1 |     758     565.67  0.677 |   1.340 |    0    0    0    0 |(+ 0,- 0)
c | 3468 | 9162708 9162708 |   33221    69612 | 3232532 3026881 121474986    40.1 |     643     382.74  0.796 |   1.680 |    0    0    0    0 |(+ 0,- 0)
c | 3469 | 9163732 9163732 |   33221    69612 | 3232532 3027905 121509014    40.1 |    1358     308.64  0.754 |   4.400 |    0    0    0    0 |(+ 0,- 0)
c | 3470 | 9164244 9164244 |   33221    69612 | 3232532 3028417 121530341    40.1 |     699     353.03  0.732 |   1.980 |    0    0    0    0 |(+ 0,- 0)
c | 3471 | 9164756 9164756 |   33221    69612 | 3232532 3028929 121551393    40.1 |     730     480.26  0.701 |   1.520 |    0    0    0    0 |(+ 0,- 0)
c | 3472 | 9165780 9165780 |   33221    69612 | 3232532 3029953 121587217    40.1 |    1403     441.19  0.730 |   3.180 |    0    0    0    0 |(+ 0,- 0)
c | 3473 | 9167828 9167828 |   33221    69612 | 3232532 3032001 121662182    40.1 |    2536     337.23  0.808 |   7.520 |    0    0    0    0 |(+ 0,- 0)
c | 3474 | 9168340 9168340 |   33221    69612 | 3232532 3032513 121680616    40.1 |     731     338.43  0.700 |   2.160 |    0    0    0    0 |(+ 0,- 0)
c | 3475 | 9168852 9168853 |   33221    69612 | 3232532 3033026 121700470    40.1 |     670     418.75  0.766 |   1.600 |    0    0    0    0 |(+ 0,- 0)
c | 3476 | 9169877 9169880 |   33221    69612 | 3232532 3034053 121734361    40.1 |    1336     371.11  0.769 |   3.600 |    0    0    0    0 |(+ 0,- 0)
c | 3477 | 9170392 9170393 |   33221    69612 | 3232532 3034566 121752683    40.1 |     618     227.21  0.830 |   2.720 |    0    0    0    0 |(+ 0,- 0)
c | 3478 | 9170905 9170905 |   33221    69612 | 3232532 3035078 121768915    40.1 |     619     269.13  0.827 |   2.300 |    0    0    0    0 |(+ 0,- 0)
c | 3479 | 9171929 9171930 |   33221    69612 | 3232532 3036103 121811541    40.1 |    1266     311.82  0.810 |   4.060 |    0    0    0    0 |(+ 0,- 0)
c | 3480 | 9173978 9173978 |   33221    69612 | 3232532 3038151 121882035    40.1 |    2606     430.03  0.786 |   6.060 |    0    0    0    0 |(+ 0,- 0)
c | 3481 | 9178074 9178074 |   33221    69612 | 3232532 3042247 122040042    40.1 |    4920     317.42  0.833 |  15.500 |    0    0    0    0 |(+ 0,- 0)
c | 3482 | 9186266 9186267 |   33221    69612 | 3232532 3050440 122350918    40.1 |   10363     356.61  0.791 |  29.060 |    0    0    0    0 |(+ 0,- 0)
c | 3483 | 9186779 9186779 |   33221    69612 | 3232532 3050952 122365363    40.1 |     570     193.88  0.898 |   2.940 |    0    0    0    0 |(+ 0,- 0)
c | 3484 | 9187291 9187291 |   33221    69612 | 3232532 3051464 122379347    40.1 |     598     351.76  0.856 |   1.700 |    0    0    0    0 |(+ 0,- 0)
c | 3485 | 9188315 9188317 |   33221    69612 | 3232532 3052490 122420914    40.1 |    1575     486.11  0.651 |   3.240 |    0    0    0    0 |(+ 0,- 0)
c | 3486 | 9188829 9188831 |   33221    69612 | 3232532 3053004 122439330    40.1 |     686     272.22  0.749 |   2.520 |    0    0    0    0 |(+ 0,- 0)
c | 3487 | 9189343 9189343 |   33221    69612 | 3232532 3053516 122459619    40.1 |     791     608.46  0.647 |   1.300 |    0    0    0    0 |(+ 0,- 0)
c | 3488 | 9190367 9190367 |   33221    69612 | 3232532 3054540 122503125    40.1 |    1379     378.85  0.743 |   3.640 |    0    0    0    0 |(+ 0,- 0)
c | 3489 | 9192415 9192417 |   33221    69612 | 3232532 3056590 122587959    40.1 |    2629     461.23  0.780 |   5.700 |    0    0    0    0 |(+ 0,- 0)
c | 3490 | 9192929 9192935 |   33221    69612 | 3232532 3057108 122610176    40.1 |     845     469.44  0.613 |   1.800 |    0    0    0    0 |(+ 0,- 0)
c | 3491 | 9193447 9193447 |   33221    69612 | 3232532 3057620 122629848    40.1 |     707     490.97  0.724 |   1.440 |    0    0    0    0 |(+ 0,- 0)
c | 3492 | 9194471 9194471 |   33221    69612 | 3232532 3058644 122670202    40.1 |    1500     528.17  0.683 |   2.840 |    0    0    0    0 |(+ 0,- 0)
c | 3493 | 9194983 9194984 |   33221    69612 | 3232532 3059157 122693473    40.1 |     761     845.56  0.674 |   0.900 |    0    0    0    0 |(+ 0,- 0)
c | 3494 | 9195496 9195497 |   33221    69612 | 3232532 3059670 122715784    40.1 |     892     731.15  0.575 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 3495 | 9196521 9196521 |   33221    69612 | 3232532 3060694 122756254    40.1 |    1337     649.03  0.766 |   2.060 |    0    0    0    0 |(+ 0,- 0)
c | 3496 | 9198569 9198570 |   33221    69612 | 3232532 3062743 122835011    40.1 |    2885     652.71  0.710 |   4.420 |    0    0    0    0 |(+ 0,- 0)
c | 3497 | 9202666 9202666 |   33221    69612 | 3232532 3066839 122986739    40.1 |    5073     522.99  0.807 |   9.700 |    0    0    0    0 |(+ 0,- 0)
c | 3498 | 9203178 9203179 |   33221    69612 | 3232532 3067352 123008937    40.1 |     703     836.90  0.730 |   0.840 |    0    0    0    0 |(+ 0,- 0)
c | 3499 | 9203691 9203691 |   33221    69612 | 3232532 3067864 123027563    40.1 |     676     554.10  0.757 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 3500 | 9204715 9204718 |   33221    69612 | 3232532 3068891 123068719    40.1 |    1304     587.39  0.788 |   2.220 |    0    0    0    0 |(+ 0,- 0)
c | 3501 | 9205230 9205232 |   33221    69612 | 3232532 3069405 123090304    40.1 |     720     455.70  0.714 |   1.580 |    0    0    0    0 |(+ 0,- 0)
c | 3502 | 9205744 9205745 |   33221    69612 | 3232532 3069918 123115296    40.1 |     782     630.65  0.656 |   1.240 |    0    0    0    0 |(+ 0,- 0)
c | 3503 | 9206769 9206772 |   33221    69612 | 3232532 3070945 123143054    40.1 |    1249     578.24  0.822 |   2.160 |    0    0    0    0 |(+ 0,- 0)
c | 3504 | 9208820 9208820 |   33221    69612 | 3232532 3072993 123224092    40.1 |    2733     635.58  0.749 |   4.300 |    0    0    0    0 |(+ 0,- 0)
c | 3505 | 9209332 9209332 |   33221    69612 | 3232532 3073505 123241048    40.1 |     651     533.61  0.786 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 3506 | 9209844 9209844 |   33221    69612 | 3232532 3074017 123257555    40.1 |     652     276.27  0.785 |   2.360 |    0    0    0    0 |(+ 0,- 0)
c | 3507 | 9210868 9210868 |   33221    69612 | 3232532 3075041 123292993    40.1 |    1237     347.47  0.828 |   3.560 |    0    0    0    0 |(+ 0,- 0)
c | 3508 | 9211380 9211381 |   33221    69612 | 3232532 3075554 123308564    40.1 |     987     212.72  0.520 |   4.640 |    0    0    0    0 |(+ 0,- 0)
c | 3509 | 9211893 9211895 |   33221    69612 | 3232532 3076068 123340546    40.1 |     672     430.77  0.765 |   1.560 |    0    0    0    0 |(+ 0,- 0)
c | 3510 | 9212919 9212919 |   33221    69612 | 3232532 3077092 123385930    40.1 |    1364     467.12  0.751 |   2.920 |    0    0    0    0 |(+ 0,- 0)
c | 3511 | 9214967 9214968 |   33221    69612 | 3232532 3079141 123474719    40.1 |    2674     406.38  0.766 |   6.580 |    0    0    0    0 |(+ 0,- 0)
c | 3512 | 9219064 9219064 |   33221    69612 | 3232532 3083237 123635617    40.1 |    5444     376.49  0.752 |  14.460 |    0    0    0    0 |(+ 0,- 0)
c | 3513 | 9227256 9227256 |   33221    69612 | 3232532 3091429 123947565    40.1 |   10691     451.48  0.766 |  23.680 |    0    0    0    0 |(+ 0,- 0)
c | 3514 | 9243640 9243642 |   33221    69612 | 3232532 3107815 124676235    40.1 |   23137     634.59  0.708 |  36.460 |    0    0    0    0 |(+ 0,- 0)
c | 3515 | 9244154 9244154 |   33221    69612 | 3232532 3108327 124697752    40.1 |     653     725.56  0.784 |   0.900 |    0    0    0    0 |(+ 0,- 0)
c | 3516 | 9244666 9244671 |   33221    69612 | 3232532 3108844 124722205    40.1 |     719     403.93  0.719 |   1.780 |    0    0    0    0 |(+ 0,- 0)
c | 3517 | 9245695 9245696 |   33221    69612 | 3232532 3109869 124763635    40.1 |    1540     675.44  0.666 |   2.280 |    0    0    0    0 |(+ 0,- 0)
c | 3518 | 9246208 9246208 |   33221    69612 | 3232532 3110381 124782546    40.1 |     683     316.20  0.750 |   2.160 |    0    0    0    0 |(+ 0,- 0)
c | 3519 | 9246720 9246721 |   33221    69612 | 3232532 3110894 124804926    40.1 |     708     389.01  0.725 |   1.820 |    0    0    0    0 |(+ 0,- 0)
c | 3520 | 9247745 9247745 |   33221    69612 | 3232532 3111918 124842264    40.1 |    1300     393.94  0.788 |   3.300 |    0    0    0    0 |(+ 0,- 0)
c | 3521 | 9249793 9249793 |   33221    69612 | 3232532 3113966 124913532    40.1 |    2502     383.74  0.819 |   6.520 |    0    0    0    0 |(+ 0,- 0)
c | 3522 | 9250305 9250305 |   33221    69612 | 3232532 3114478 124942104    40.1 |     871     659.85  0.588 |   1.320 |    0    0    0    0 |(+ 0,- 0)
c | 3523 | 9250817 9250817 |   33221    69612 | 3232532 3114990 124956721    40.1 |     671     435.71  0.763 |   1.540 |    0    0    0    0 |(+ 0,- 0)
c | 3524 | 9251841 9251842 |   33221    69612 | 3232532 3116015 124994360    40.1 |    1372     344.72  0.747 |   3.980 |    0    0    0    0 |(+ 0,- 0)
c | 3525 | 9252354 9252355 |   33221    69612 | 3232532 3116528 125011101    40.1 |     652     326.00  0.787 |   2.000 |    0    0    0    0 |(+ 0,- 0)
c | 3526 | 9252867 9252868 |   33221    69612 | 3232532 3117041 125030584    40.1 |     719     355.94  0.713 |   2.020 |    0    0    0    0 |(+ 0,- 0)
c | 3527 | 9253892 9253892 |   33221    69612 | 3232532 3118065 125073618    40.1 |    1288     484.21  0.795 |   2.660 |    0    0    0    0 |(+ 0,- 0)
c | 3528 | 9255940 9255941 |   33221    69612 | 3232532 3120114 125149461    40.1 |    2767     495.88  0.741 |   5.580 |    0    0    0    0 |(+ 0,- 0)
c | 3529 | 9260037 9260038 |   33221    69612 | 3232532 3124211 125279983    40.1 |    4770     353.86  0.859 |  13.480 |    0    0    0    0 |(+ 0,- 0)
c | 3530 | 9260550 9260553 |   33221    69612 | 3232532 3124726 125296449    40.1 |     618     332.26  0.833 |   1.860 |    0    0    0    0 |(+ 0,- 0)
c | 3531 | 9261065 9261068 |   33221    69612 | 3232532 3125241 125314703    40.1 |     677     393.60  0.761 |   1.720 |    0    0    0    0 |(+ 0,- 0)
c | 3532 | 9262092 9262093 |   33221    69612 | 3232532 3126266 125352354    40.1 |    1322     508.46  0.775 |   2.600 |    0    0    0    0 |(+ 0,- 0)
c | 3533 | 9262605 9262608 |   33221    69612 | 3232532 3126781 125370168    40.1 |     676     650.00  0.762 |   1.040 |    0    0    0    0 |(+ 0,- 0)
